ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,Sales
354,20210201,20210213,20210208,28532,SO47091,2071
369,20210201,20210213,20210208,28802,SO47092,2443
369,20210201,20210213,20210208,13380,SO47093,2443
377,20210201,20210213,20210208,15664,SO47094,2182
370,20210201,20210213,20210208,25095,SO47095,2443
354,20210201,20210213,20210208,26283,SO47096,2071
370,20210201,20210213,20210208,21257,SO47097,2443
360,20210201,20210213,20210208,12667,SO47098,2049
325,20210201,20210213,20210208,26134,SO47099,783
360,20210202,20210214,20210209,11612,SO47100,2049
371,20210202,20210214,20210209,16260,SO47101,2182
370,20210202,20210214,20210209,13424,SO47102,2443
368,20210202,20210214,20210209,13369,SO47103,2443
379,20210202,20210214,20210209,13279,SO47104,2182
371,20210202,20210214,20210209,13319,SO47105,2182
369,20210202,20210214,20210209,25361,SO47106,2443
352,20210203,20210215,20210210,11616,SO47107,2071
369,20210203,20210215,20210210,13839,SO47108,2443
375,20210203,20210215,20210210,28819,SO47109,2182
370,20210203,20210215,20210210,28850,SO47110,2443
369,20210203,20210215,20210210,25100,SO47111,2443
356,20210203,20210215,20210210,20318,SO47112,2071
343,20210203,20210215,20210210,15255,SO47113,783
373,20210203,20210215,20210210,21387,SO47114,2182
370,20210203,20210215,20210210,21393,SO47115,2443
387,20210203,20210215,20210210,24611,SO47116,1000
354,20210203,20210215,20210210,12586,SO47117,2071
362,20210203,20210215,20210210,28541,SO47118,2049
368,20210204,20210216,20210211,16275,SO47119,2443
381,20210204,20210216,20210211,14006,SO47120,1000
375,20210204,20210216,20210211,28832,SO47121,2182
371,20210204,20210216,20210211,13362,SO47122,2182
371,20210204,20210216,20210211,25408,SO47123,2182
371,20210204,20210216,20210211,13384,SO47124,2182
375,20210204,20210216,20210211,13325,SO47125,2182
371,20210204,20210216,20210211,13326,SO47126,2182
371,20210204,20210216,20210211,21258,SO47127,2182
368,20210204,20210216,20210211,21556,SO47128,2443
352,20210204,20210216,20210211,12677,SO47129,2071
375,20210205,20210217,20210212,16406,SO47130,2182
371,20210205,20210217,20210212,13243,SO47131,2182
375,20210205,20210217,20210212,13283,SO47132,2182
379,20210205,20210217,20210212,13357,SO47133,2182
354,20210205,20210217,20210212,26296,SO47134,2071
343,20210205,20210217,20210212,27027,SO47135,783
379,20210205,20210217,20210212,21389,SO47136,2182
371,20210205,20210217,20210212,13348,SO47137,2182
379,20210206,20210218,20210213,16308,SO47138,2182
375,20210206,20210218,20210213,13238,SO47139,2182
356,20210206,20210218,20210213,26290,SO47140,2071
371,20210206,20210218,20210213,21225,SO47141,2182
369,20210206,20210218,20210213,21230,SO47142,2443
362,20210206,20210218,20210213,12684,SO47143,2049
343,20210206,20210218,20210213,26033,SO47144,783
339,20210206,20210218,20210213,26131,SO47145,783
389,20210207,20210219,20210214,18133,SO47146,1000
375,20210207,20210219,20210214,13324,SO47147,2182
377,20210207,20210219,20210214,21259,SO47148,2182
360,20210207,20210219,20210214,12669,SO47149,2049
370,20210208,20210220,20210215,15625,SO47150,2443
370,20210208,20210220,20210215,25363,SO47151,2443
360,20210208,20210220,20210215,28547,SO47152,2049
321,20210208,20210220,20210215,26024,SO47153,783
335,20210208,20210220,20210215,26133,SO47154,783
370,20210209,20210221,20210216,13801,SO47155,2443
373,20210209,20210221,20210216,28837,SO47156,2182
369,20210209,20210221,20210216,25864,SO47157,2443
360,20210209,20210221,20210216,26280,SO47158,2049
362,20210209,20210221,20210216,26300,SO47159,2049
369,20210209,20210221,20210216,21403,SO47160,2443
375,20210209,20210221,20210216,21408,SO47161,2182
371,20210209,20210221,20210216,21418,SO47162,2182
362,20210209,20210221,20210216,12671,SO47163,2049
360,20210210,20210222,20210217,12123,SO47164,2049
370,20210210,20210222,20210217,15649,SO47165,2443
368,20210210,20210222,20210217,15656,SO47166,2443
375,20210210,20210222,20210217,13419,SO47167,2182
377,20210210,20210222,20210217,13286,SO47168,2182
352,20210210,20210222,20210217,26281,SO47169,2071
377,20210210,20210222,20210217,21228,SO47170,2182
373,20210210,20210222,20210217,21552,SO47171,2182
352,20210210,20210222,20210217,12668,SO47172,2071
356,20210210,20210222,20210217,12675,SO47173,2071
354,20210210,20210222,20210217,12584,SO47174,2071
368,20210210,20210222,20210217,13812,SO47175,2443
358,20210211,20210223,20210218,11492,SO47176,2049
381,20210211,20210223,20210218,14022,SO47177,1000
383,20210211,20210223,20210218,14026,SO47178,1000
377,20210211,20210223,20210218,28848,SO47179,2182
370,20210211,20210223,20210218,13287,SO47180,2443
368,20210211,20210223,20210218,13329,SO47181,2443
354,20210211,20210223,20210218,26298,SO47182,2071
335,20210211,20210223,20210218,15200,SO47183,783
379,20210211,20210223,20210218,21380,SO47184,2182
356,20210211,20210223,20210218,12133,SO47185,2071
371,20210212,20210224,20210219,13806,SO47186,2182
385,20210212,20210224,20210219,18134,SO47187,1000
389,20210212,20210224,20210219,19253,SO47188,1000
373,20210212,20210224,20210219,28818,SO47189,2182
369,20210212,20210224,20210219,25892,SO47190,2443
379,20210212,20210224,20210219,13382,SO47191,2182
371,20210212,20210224,20210219,16328,SO47192,2182
329,20210212,20210224,20210219,20162,SO47193,783
377,20210212,20210224,20210219,13269,SO47194,2182
371,20210212,20210224,20210219,13355,SO47195,2182
362,20210212,20210224,20210219,26286,SO47196,2049
377,20210212,20210224,20210219,21218,SO47197,2182
370,20210213,20210225,20210220,14169,SO47198,2443
323,20210213,20210225,20210220,20051,SO47199,783
373,20210213,20210225,20210220,13247,SO47200,2182
356,20210213,20210225,20210220,26277,SO47201,2071
356,20210213,20210225,20210220,26285,SO47202,2071
370,20210214,20210226,20210221,25883,SO47203,2443
377,20210214,20210226,20210221,25371,SO47204,2182
352,20210214,20210226,20210221,26301,SO47205,2071
333,20210214,20210226,20210221,15256,SO47206,783
337,20210214,20210226,20210221,27043,SO47207,783
369,20210214,20210226,20210221,21359,SO47208,2443
370,20210214,20210226,20210221,21379,SO47209,2443
389,20210214,20210226,20210221,24609,SO47210,1000
362,20210214,20210226,20210221,12578,SO47211,2049
360,20210214,20210226,20210221,12580,SO47212,2049
377,20210215,20210227,20210222,16287,SO47213,2182
389,20210215,20210227,20210222,19195,SO47214,1000
368,20210215,20210227,20210222,28836,SO47215,2443
360,20210215,20210227,20210222,26299,SO47216,2049
375,20210215,20210227,20210222,21222,SO47217,2182
369,20210215,20210227,20210222,21361,SO47218,2443
362,20210215,20210227,20210222,12577,SO47219,2049
358,20210215,20210227,20210222,12579,SO47220,2049
370,20210216,20210228,20210223,13823,SO47221,2443
381,20210216,20210228,20210223,26316,SO47222,1000
370,20210216,20210228,20210223,25875,SO47223,2443
369,20210216,20210228,20210223,15659,SO47224,2443
375,20210216,20210228,20210223,13277,SO47225,2182
368,20210216,20210228,20210223,13314,SO47226,2443
375,20210216,20210228,20210223,25288,SO47227,2182
375,20210216,20210228,20210223,13237,SO47228,2182
358,20210216,20210228,20210223,26295,SO47229,2049
371,20210216,20210228,20210223,21256,SO47230,2182
362,20210216,20210228,20210223,11564,SO47231,2049
373,20210217,20210228,20210224,15627,SO47232,2182
379,20210217,20210228,20210224,16250,SO47233,2182
389,20210217,20210228,20210224,19260,SO47234,1000
375,20210217,20210228,20210224,16317,SO47235,2182
385,20210217,20210228,20210224,14023,SO47236,1000
368,20210217,20210228,20210224,28834,SO47237,2443
370,20210217,20210228,20210224,16405,SO47238,2443
371,20210217,20210228,20210224,21384,SO47239,2182
381,20210217,20210228,20210224,24612,SO47240,1000
368,20210217,20210228,20210224,21559,SO47241,2443
362,20210217,20210228,20210224,28540,SO47242,2049
339,20210217,20210228,20210224,20712,SO47243,783
385,20210218,20210301,20210225,19193,SO47244,1000
375,20210218,20210301,20210225,16420,SO47245,2182
343,20210218,20210301,20210225,20713,SO47246,783
371,20210218,20210301,20210225,13292,SO47247,2182
375,20210218,20210301,20210225,13340,SO47248,2182
377,20210218,20210301,20210225,13346,SO47249,2182
379,20210218,20210301,20210225,21217,SO47250,2182
377,20210218,20210301,20210225,21226,SO47251,2182
352,20210218,20210301,20210225,12676,SO47252,2071
356,20210218,20210301,20210225,12683,SO47253,2071
333,20210219,20210302,20210226,15276,SO47254,783
358,20210219,20210302,20210226,11561,SO47255,2049
373,20210219,20210302,20210226,16417,SO47256,2182
368,20210219,20210302,20210226,14141,SO47257,2443
377,20210219,20210302,20210226,13298,SO47258,2182
375,20210219,20210302,20210226,13351,SO47259,2182
375,20210219,20210302,20210226,13233,SO47260,2182
362,20210219,20210302,20210226,26305,SO47261,2049
379,20210219,20210302,20210226,21560,SO47262,2182
358,20210219,20210302,20210226,12589,SO47263,2049
368,20210220,20210303,20210227,16410,SO47264,2443
375,20210220,20210303,20210227,13250,SO47265,2182
377,20210220,20210303,20210227,21555,SO47266,2182
352,20210220,20210303,20210227,12674,SO47267,2071
375,20210220,20210303,20210227,21402,SO47268,2182
362,20210221,20210304,20210228,28512,SO47269,2049
360,20210221,20210304,20210228,28519,SO47270,2049
381,20210221,20210304,20210228,18140,SO47271,1000
371,20210221,20210304,20210228,29013,SO47272,2182
368,20210221,20210304,20210228,13420,SO47273,2443
370,20210221,20210304,20210228,16407,SO47274,2443
339,20210221,20210304,20210228,19076,SO47275,783
343,20210221,20210304,20210228,15289,SO47276,783
371,20210221,20210304,20210228,21219,SO47277,2182
379,20210221,20210304,20210228,21404,SO47278,2182
362,20210221,20210304,20210228,12680,SO47279,2049
352,20210222,20210305,20210228,11615,SO47280,2071
389,20210222,20210305,20210228,17099,SO47281,1000
381,20210222,20210305,20210228,19258,SO47282,1000
373,20210222,20210305,20210228,15655,SO47283,2182
368,20210222,20210305,20210228,13402,SO47284,2443
373,20210222,20210305,20210228,29135,SO47285,2182
329,20210222,20210305,20210228,19944,SO47286,783
375,20210222,20210305,20210228,13280,SO47287,2182
373,20210222,20210305,20210228,13353,SO47288,2182
360,20210222,20210305,20210228,26297,SO47289,2049
368,20210222,20210305,20210228,21558,SO47290,2443
371,20210223,20210306,20210301,16318,SO47291,2182
379,20210223,20210306,20210301,13811,SO47292,2182
385,20210223,20210306,20210301,19192,SO47293,1000
383,20210223,20210306,20210301,18139,SO47294,1000
387,20210223,20210306,20210301,14005,SO47295,1000
385,20210223,20210306,20210301,14024,SO47296,1000
377,20210223,20210306,20210301,13385,SO47297,2182
371,20210223,20210306,20210301,13403,SO47298,2182
369,20210223,20210306,20210301,13425,SO47299,2443
337,20210223,20210306,20210301,20717,SO47300,783
358,20210223,20210306,20210301,26292,SO47301,2049
360,20210223,20210306,20210301,12670,SO47302,2049
323,20210223,20210306,20210301,26029,SO47303,783
379,20210224,20210307,20210302,16272,SO47304,2182
369,20210224,20210307,20210302,25393,SO47305,2443
369,20210224,20210307,20210302,28798,SO47306,2443
335,20210224,20210307,20210302,20711,SO47307,783
327,20210224,20210307,20210302,20718,SO47308,783
377,20210224,20210307,20210302,13316,SO47309,2182
354,20210224,20210307,20210302,26303,SO47310,2071
333,20210224,20210307,20210302,15252,SO47311,783
333,20210224,20210307,20210302,15280,SO47312,783
373,20210224,20210307,20210302,21231,SO47313,2182
362,20210224,20210307,20210302,12673,SO47314,2049
379,20210225,20210308,20210303,13840,SO47315,2182
369,20210225,20210308,20210303,13361,SO47316,2443
379,20210225,20210308,20210303,14154,SO47317,2182
375,20210225,20210308,20210303,13273,SO47318,2182
370,20210225,20210308,20210303,13299,SO47319,2443
377,20210225,20210308,20210303,13315,SO47320,2182
373,20210225,20210308,20210303,13354,SO47321,2182
343,20210225,20210308,20210303,15287,SO47322,783
362,20210226,20210309,20210304,28529,SO47323,2049
377,20210226,20210309,20210304,13400,SO47324,2182
373,20210226,20210309,20210304,13278,SO47325,2182
379,20210226,20210309,20210304,13288,SO47326,2182
377,20210226,20210309,20210304,13304,SO47327,2182
360,20210226,20210309,20210304,12681,SO47328,2049
379,20210227,20210310,20210305,13367,SO47329,2182
369,20210227,20210310,20210305,16324,SO47330,2443
333,20210227,20210310,20210305,20807,SO47331,783
356,20210227,20210310,20210305,20350,SO47332,2071
368,20210227,20210310,20210305,21229,SO47333,2443
369,20210227,20210310,20210305,21557,SO47334,2443
356,20210227,20210310,20210305,12581,SO47335,2071
339,20210227,20210310,20210305,26027,SO47336,783
354,20210228,20210311,20210306,28520,SO47337,2071
373,20210228,20210311,20210306,16277,SO47338,2182
371,20210228,20210311,20210306,15626,SO47339,2182
369,20210228,20210311,20210306,13401,SO47340,2443
368,20210228,20210311,20210306,25104,SO47341,2443
360,20210228,20210311,20210306,26304,SO47342,2049
379,20210228,20210311,20210306,21553,SO47343,2182
354,20210228,20210311,20210306,12686,SO47344,2071
356,20210228,20210311,20210306,12583,SO47345,2071
360,20210228,20210311,20210306,12585,SO47346,2049
321,20210228,20210311,20210306,26025,SO47347,783
331,20210228,20210311,20210306,26028,SO47348,783
321,20210228,20210312,20210307,19255,SO47460,783
356,20210228,20210312,20210307,26320,SO47461,2071
375,20210301,20210313,20210308,15926,SO47462,2182
373,20210301,20210313,20210308,14203,SO47463,2182
370,20210301,20210313,20210308,16461,SO47464,2443
341,20210301,20210313,20210308,15303,SO47465,783
381,20210301,20210313,20210308,24887,SO47466,1000
371,20210301,20210313,20210308,13446,SO47467,2182
329,20210301,20210313,20210308,26152,SO47468,783
383,20210302,20210314,20210309,19301,SO47469,1000
358,20210302,20210314,20210309,28685,SO47470,2049
370,20210302,20210314,20210309,14539,SO47471,2443
379,20210302,20210314,20210309,13438,SO47472,2182
369,20210302,20210314,20210309,21875,SO47473,2443
379,20210302,20210314,20210309,21893,SO47474,2182
369,20210302,20210314,20210309,21945,SO47475,2443
352,20210302,20210314,20210309,12693,SO47476,2071
352,20210303,20210315,20210310,28560,SO47477,2071
325,20210303,20210315,20210310,20811,SO47478,783
331,20210303,20210315,20210310,20832,SO47479,783
371,20210303,20210315,20210310,21568,SO47480,2182
373,20210303,20210315,20210310,21899,SO47481,2182
370,20210303,20210315,20210310,21948,SO47482,2443
379,20210304,20210316,20210311,14424,SO47483,2182
371,20210304,20210316,20210311,16452,SO47484,2182
371,20210304,20210316,20210311,14524,SO47485,2182
377,20210304,20210316,20210311,14538,SO47486,2182
377,20210305,20210317,20210312,16427,SO47487,2182
379,20210305,20210317,20210312,13426,SO47488,2182
368,20210305,20210317,20210312,21888,SO47489,2443
371,20210305,20210317,20210312,21895,SO47490,2182
369,20210306,20210318,20210313,15932,SO47491,2443
335,20210306,20210318,20210313,19181,SO47492,783
358,20210307,20210319,20210314,28569,SO47493,2049
373,20210307,20210319,20210314,15927,SO47494,2182
368,20210307,20210319,20210314,16196,SO47495,2443
371,20210307,20210319,20210314,16470,SO47496,2182
370,20210307,20210319,20210314,14170,SO47497,2443
325,20210307,20210319,20210314,27071,SO47498,783
377,20210307,20210319,20210314,21572,SO47499,2182
369,20210307,20210319,20210314,21951,SO47500,2443
360,20210307,20210319,20210314,12214,SO47501,2049
383,20210308,20210320,20210315,19278,SO47502,1000
383,20210308,20210320,20210315,19299,SO47503,1000
360,20210308,20210320,20210315,11605,SO47504,2049
352,20210308,20210320,20210315,26307,SO47505,2071
354,20210308,20210320,20210315,26324,SO47506,2071
333,20210308,20210320,20210315,15311,SO47507,783
